index,image_path,point_coordinate,point_num,point_x,point_y,image_id,point_id,point_human_classification,feature_vector_0,feature_vector_1,feature_vector_2,feature_vector_3,feature_vector_4,feature_vector_5,feature_vector_6,feature_vector_7,feature_vector_8,feature_vector_9,feature_vector_10,feature_vector_11,feature_vector_12,feature_vector_13,feature_vector_14,feature_vector_15,feature_vector_16,feature_vector_17,feature_vector_18,feature_vector_19,feature_vector_20,feature_vector_21,feature_vector_22,feature_vector_23,feature_vector_24,feature_vector_25,feature_vector_26,feature_vector_27,feature_vector_28,feature_vector_29,feature_vector_30,feature_vector_31,feature_vector_32,feature_vector_33,feature_vector_34,feature_vector_35,feature_vector_36,feature_vector_37,feature_vector_38,feature_vector_39,feature_vector_40,feature_vector_41,feature_vector_42,feature_vector_43,feature_vector_44,feature_vector_45,feature_vector_46,feature_vector_47,feature_vector_48,feature_vector_49,feature_vector_50,feature_vector_51,feature_vector_52,feature_vector_53,feature_vector_54,feature_vector_55,feature_vector_56,feature_vector_57,feature_vector_58,feature_vector_59,feature_vector_60,feature_vector_61,feature_vector_62,feature_vector_63,feature_vector_64,feature_vector_65,feature_vector_66,feature_vector_67,feature_vector_68,feature_vector_69,feature_vector_70,feature_vector_71,feature_vector_72,feature_vector_73,feature_vector_74,feature_vector_75,feature_vector_76,feature_vector_77,feature_vector_78,feature_vector_79,feature_vector_80,feature_vector_81,feature_vector_82,feature_vector_83,feature_vector_84,feature_vector_85,feature_vector_86,feature_vector_87,feature_vector_88,feature_vector_89,feature_vector_90,feature_vector_91,feature_vector_92,feature_vector_93,feature_vector_94,feature_vector_95,feature_vector_96,feature_vector_97,feature_vector_98,feature_vector_99,feature_vector_100,feature_vector_101,feature_vector_102,feature_vector_103,feature_vector_104,feature_vector_105,feature_vector_106,feature_vector_107,feature_vector_108,feature_vector_109,feature_vector_110,feature_vector_111,feature_vector_112,feature_vector_113,feature_vector_114,feature_vector_115,feature_vector_116,feature_vector_117,feature_vector_118,feature_vector_119,feature_vector_120,feature_vector_121,feature_vector_122,feature_vector_123,feature_vector_124,feature_vector_125,feature_vector_126,feature_vector_127
128,../data/input_images\20210620_020500_000_0601.jpg,"1328, 2280",4,1328,2280,,,,-0.14494567,1.0444449,-0.06539777,-0.36985874,0.34590304,-0.10151825,0.19785938,0.47186935,0.2522016,0.087504975,-1.3415042,-0.2670862,-0.8629366,0.92182124,0.80303955,-0.36645788,1.0030715,-1.2763157,-0.9999505,-1.1066455,-1.3374408,-1.4038352,0.64157665,-1.5251198,-0.25741816,0.024151366,0.42569152,0.7247786,1.6045818,0.15028329,2.365522,-0.084652975,-0.656413,-0.23769993,0.23068267,0.8187754,1.1257635,-0.5313065,-2.384985,0.7962856,0.529304,0.47348467,0.09535045,-1.1210412,-1.4532247,0.4122748,0.59894234,-0.014703341,-1.1025207,-1.1483978,-1.2079298,-1.1762177,-0.5161754,-2.3223948,0.09579422,-0.4280818,1.6623918,1.6110871,0.5241271,-0.24063268,1.0062495,-0.6143015,-1.3141992,-0.06037385,-0.6575931,-0.002580301,-1.0649732,-0.6635158,0.15863697,1.6976023,1.6766822,-1.2028272,0.64418864,0.67258024,0.88742864,-0.11499119,-0.33576834,-1.8460577,-1.892523,-1.6872785,0.48360828,-1.5867702,0.36370847,1.1345569,0.6575825,1.3263793,0.101896696,-1.2379651,0.2617139,0.58171654,0.18524045,0.39584154,1.5809226,0.1960121,-0.61884534,0.6751899,1.2205415,-0.0867822,0.16953991,0.96756876,-0.8007697,-1.110537,1.1686997,0.74688685,0.14814933,-1.5274054,1.0704148,1.0059826,-1.2359029,-0.9225381,1.6360341,-0.53999096,1.4001703,0.5591854,0.55600727,2.3357925,0.7792186,-0.62218213,0.34219652,-0.14544094,0.85156727,-0.638895,1.5312006,0.10265498,-0.72586274,-0.450194,0.21809945,-0.0001243595
129,../data/input_images\20210620_020500_000_0601.jpg,"3984, 2280",5,3984,2280,,,,0.43848142,0.7774342,-0.11069391,-0.2832353,0.56622636,0.5345171,0.78036904,0.38937405,0.1340753,0.012234432,-1.661601,-0.7085933,-1.0545231,0.8184027,1.1068814,-0.44910902,0.4126399,-1.1381277,-0.9746277,-0.9544237,-1.4068689,-0.99821883,0.57285774,-1.2218859,-0.54622096,0.27802765,-0.200971,0.7887084,1.3962173,0.113720156,1.9150318,-0.07299645,-0.48952597,-0.58014965,-0.44431907,0.46609327,0.73276216,-0.69955635,-2.1375709,0.91501856,0.32309917,0.1220651,0.5544307,-1.0445714,-1.2703116,0.471488,0.07213272,-0.34861553,0.07513032,-0.7175274,-0.87254274,-1.8196974,-0.29750967,-2.1034012,0.6460508,0.25555694,1.6765859,1.124428,0.81017333,-0.15030815,0.77688855,-0.43598753,-1.3275595,-0.412898,-0.4418646,-0.6748,-0.7724795,-0.10489997,0.58146536,0.90476173,1.1323445,-1.2890081,0.21371797,0.15893985,0.16951478,0.51037866,-0.6348349,-1.192683,-1.9119599,-1.7598823,1.1195132,-1.5738857,0.301655,1.4441273,0.7861859,1.3996072,0.6320567,-0.7742151,-0.48483956,0.77081835,-0.33675575,0.2759732,1.5268029,0.22249357,-0.30804315,0.77699566,0.8042173,0.08650321,0.46421376,0.67662084,-0.5100909,-0.13585058,1.0378894,0.7319674,-0.1431601,-1.4999813,0.9496528,0.5575442,-1.4531018,-0.9370499,1.9329438,-0.46336997,1.4838947,0.6247252,0.25498995,1.9308095,0.10879812,-0.60802364,0.028177306,0.21651678,0.02016753,-0.8155425,1.7335894,0.6238642,-1.4988142,-0.27251568,0.34216234,0.27595383
130,../data/input_images\20210620_020504_800_0619.jpg,"1328, 760",1,1328,760,,,,0.03629844,1.5580685,-0.67782253,-1.5513983,-0.16675773,0.21121761,0.07744153,0.030554097,0.53802735,-0.764334,-1.0744313,-0.38276565,-0.70832914,0.67706263,1.0368916,-1.5305474,0.5548056,-1.2712893,-1.1217005,-0.75189507,-0.7849448,-0.9479695,0.45883736,-1.5120764,0.08128083,0.83944273,-0.250825,1.209285,1.8428159,0.7675954,3.266163,-0.17933804,0.24646439,-1.3113872,0.4147372,0.088581994,1.1505733,-0.2955541,-2.300307,0.76139605,0.014766639,-0.2907887,0.765,-1.6982543,-1.4636714,1.197363,0.7590945,0.3825665,-1.0316803,-1.0444701,-0.86532366,-1.4305124,-1.1347975,-2.2361398,-0.7910106,-0.4220846,2.6387112,1.2324508,-0.59799063,0.05679426,0.48430336,0.05793191,-1.4420398,-0.07140595,-0.19009015,0.29602677,-1.2259281,-1.7315855,1.2281778,1.526474,1.1680499,-1.3142116,0.92690194,0.908771,1.2033238,0.14786056,0.72719216,-2.34269,-2.4613907,-2.1883042,0.8676387,-1.8198762,0.48855954,1.1884552,0.7926739,2.9053352,0.32766825,-1.4474155,1.198251,0.6628539,-0.20130019,-0.018062577,1.929049,0.6044282,-0.9810388,1.2340536,1.4382879,-0.13991445,0.17434159,0.89701116,-0.031992406,-0.8542796,1.7239461,-0.31489354,-0.19356707,-1.9280901,1.4415754,1.5042174,-1.3878814,-0.5321717,1.1280906,-0.025327729,0.9131868,1.2230022,0.06595805,2.1028142,-0.17602882,-0.7492813,0.6173779,-0.27977395,0.5685248,-1.072011,0.7357092,1.0250854,-1.002061,-0.56288403,0.50828207,-0.2689246
131,../data/input_images\20210620_020504_800_0619.jpg,"3984, 760",2,3984,760,,,,0.9657588,1.9297552,-0.93155414,-1.7830813,-0.6299931,0.49336365,0.40790927,-0.6702029,0.16540721,0.054186735,-1.5016435,0.22831556,-0.86027163,0.31418398,0.9367622,-0.83772665,0.46236587,-1.7678665,-1.0615971,-0.9300324,-0.65924245,-0.5831014,0.29371,-1.5766703,-0.22265811,1.0423334,-0.19335283,0.3393661,1.6740133,0.2972012,2.3880837,-0.65643656,-0.5291024,-0.714126,0.24967772,-0.29623076,0.6215256,0.40809238,-2.6500437,1.0049738,0.19194144,-0.3831329,0.3511531,-1.990583,-1.1234291,0.34364438,-0.21199742,-0.43389502,-1.1475143,-0.6877395,-0.9375029,-1.2265912,-1.351355,-1.7943103,-0.2273773,-0.26136827,2.0133224,1.0001937,0.18850547,0.68097234,0.06665524,-0.04688924,-0.8146399,-0.08806574,-0.7529726,-0.1602412,-0.7165559,-0.87054366,0.852792,0.5670131,0.95608014,-0.9400893,0.91066825,1.0679744,0.734826,0.6524751,-0.088183686,-1.8555748,-1.2200913,-2.6054912,1.0742482,-1.4201118,-0.4172356,1.2218843,0.048758946,2.3628688,0.331595,-1.1655886,0.22983302,0.17223904,-0.19818813,0.21782053,1.211955,0.5850458,-0.50940883,0.40123442,1.0620995,0.7275328,0.6759269,0.9824537,-0.70914483,-0.27332452,1.1316631,-0.11436365,0.5877094,-1.9977214,1.1989332,1.1037261,-0.6640795,-0.3613448,1.0969628,-0.37006134,0.4540062,1.6184068,0.35283047,1.5081577,-0.05426029,-0.42546606,0.3584175,0.03480813,0.33121014,-0.16373724,0.5611087,0.58600694,-1.339137,0.24475199,-0.043838374,-0.5026751
132,../data/input_images\20210620_020504_800_0619.jpg,"2656, 1520",3,2656,1520,,,,-0.18575528,1.5891569,-1.194605,-2.4492273,-0.13339466,2.6537795,-0.8436833,0.97564846,1.3777332,-0.91646695,-1.2229478,-1.9575592,-1.2307973,1.2377906,0.79394704,-2.2617662,0.03571296,-2.356524,-0.66746074,1.3408927,-0.8166022,1.2865453,1.3178121,0.3322658,-0.34170648,0.55622464,-0.6506546,1.2307454,2.1910734,0.8602675,3.1114798,-1.2253475,0.9802636,-1.1909552,-0.021291628,-0.95873547,1.7007453,-0.31245777,-1.5646557,0.31390998,-0.54535186,-0.6903242,0.738392,0.14936656,-3.5209298,0.27547246,0.77305406,1.6539414,-0.7768001,-1.4771423,-1.3023765,-3.3994858,-0.56323105,-0.85707164,-1.1966465,0.72196686,2.5423596,2.2068524,-0.07833737,0.19569452,0.16768381,0.40363115,-1.1462449,-0.17209879,-0.9187388,-1.3579351,-1.1524423,-2.3784063,3.2174191,0.7672629,-0.49518275,-0.8441765,1.8981537,0.6137591,2.1472132,0.23790413,0.39138818,-2.0254698,-2.807764,-1.8752201,1.4582922,-2.2592201,-1.1978902,1.623839,1.406884,3.1408896,1.6580008,-2.2643123,1.8113123,0.78305304,-1.1995413,0.22700644,2.9352443,-0.8255766,-1.490786,0.2014943,2.3756828,-0.43152785,1.3042955,0.76284903,1.4143504,0.16726823,2.3761976,-0.5861271,-0.75960255,-2.226283,1.0383544,0.7769377,-1.5359924,-1.3379593,1.6732949,-0.8626601,1.691959,1.4710197,0.5618528,1.1185204,-1.0237923,-1.3708017,1.269465,0.62899274,-0.5582169,-1.6443529,0.2684055,0.5488386,-1.9041476,-1.1091925,1.5026896,-0.1332146
133,../data/input_images\20210620_020504_800_0619.jpg,"1328, 2280",4,1328,2280,,,,0.39692837,0.88052595,-0.7701684,-0.30504853,0.55757296,0.39320487,-0.12888777,0.45680186,0.06741681,0.24120064,-1.4028189,-0.057069127,-1.3674225,0.6254665,1.023908,-0.24188203,0.9658009,-1.177933,-0.779004,-0.5942896,-1.5593454,-0.87830526,0.437951,-0.99269044,-0.46135858,-0.2927199,-0.009696938,0.3882527,1.6148437,0.16068691,1.9621677,-0.060722083,-0.4086552,0.14531852,-0.17812678,0.8141977,1.126987,-0.75353813,-1.6813428,1.1860554,0.78440547,0.25871214,0.6258497,-0.6768267,-1.3888605,0.7521473,0.46598512,0.3785069,-0.98236245,-0.582286,-1.6125128,-1.150348,0.23642583,-1.8662452,0.918702,-0.32116216,1.1352625,0.88326645,0.62260616,-0.2081852,1.0307946,-0.4623531,-1.2653127,-0.1316804,-0.65748006,-0.024569346,-0.86082965,-0.09662208,0.4162178,1.1045363,1.2528149,-0.93139863,0.15448175,0.24200132,0.63800824,0.5560759,-0.32353467,-1.411518,-1.5873779,-0.9972842,0.23249096,-1.0331942,0.50540715,1.1128922,0.5320129,1.268712,0.46002927,-0.8928549,-0.3175277,0.5241608,0.5809507,-0.23853771,1.3898019,0.11050245,0.2467646,0.99122894,0.9587418,0.44151074,0.18515545,0.2575033,-0.6622834,-0.17043,0.3046459,0.06500098,-0.11928687,-1.4318779,1.290508,0.7100625,-0.93774056,-1.212657,1.7617056,-0.71928257,0.63429403,0.33267286,0.6985884,1.7959291,0.9849541,-0.9246409,-0.3871828,-0.08763699,-0.0760983,-0.40951747,1.43853,0.5338697,-0.60174197,-0.46703345,0.38212457,0.22511862
134,../data/input_images\20210620_020504_800_0619.jpg,"3984, 2280",5,3984,2280,,,,0.7474338,1.0876966,0.09546758,-0.33509916,0.2752354,0.18687344,0.06918064,0.35691854,0.51763344,-0.3782789,-1.1249192,-0.69935197,-1.2072635,0.80208504,1.3948146,-0.81587577,0.7871275,-1.4956849,-1.1490405,-0.39247346,-1.3678651,-0.77591026,0.68932945,-1.7382033,-0.5287175,0.38858736,0.14805739,0.29756644,2.0266273,0.5948131,2.0689225,0.11696628,-1.0007093,-0.42270976,-0.8070127,0.67292297,0.65834886,-0.60348314,-2.076159,1.0753882,0.34053445,-0.15806735,0.38623425,-0.76866806,-2.183299,0.4115098,0.2727579,0.2639418,-0.44460967,-0.8468034,-1.011202,-1.495226,-0.5306488,-2.4445465,-0.19162434,0.09265169,1.2059445,1.5769128,0.2396656,-0.053651206,0.75846636,-0.83114266,-1.256876,-0.24371707,-0.76929706,-0.60245,-1.1156431,-0.13806802,0.8643567,0.8848339,0.86815405,-1.0408554,0.50100344,0.8848423,0.4450171,0.5057309,0.12521528,-1.4284247,-1.345699,-1.6731464,0.46721613,-1.7400649,-0.48741323,1.0598779,0.94648296,0.7827485,1.0549686,-0.56584275,0.25817087,0.79202765,0.24098617,0.76112425,1.6702852,0.17005879,-0.7499379,-0.052041322,1.235641,0.28980213,0.5390495,0.7652928,-0.5650587,-0.5777924,0.686885,0.5190044,-0.4658453,-1.9017836,1.3119724,0.762688,-0.75615305,-0.81239563,1.548064,-0.89209604,1.5745931,0.39352128,0.74002916,1.9898102,0.4878617,-0.748397,0.13660912,-0.24433053,0.109953694,-0.6428535,1.2423673,-0.10116969,-0.968471,-0.6828026,0.6874372,0.4706596
135,../data/input_images\20210620_020509_900_0638.jpg,"1328, 760",1,1328,760,,,,0.7228582,0.93106663,-0.66139984,-0.86201656,0.23160255,0.09521507,0.43060973,-0.13074215,0.14874575,0.4718181,-2.01082,0.0522321,-0.85483044,0.6354957,1.064145,-0.47626382,0.97642684,-0.97332513,-1.1313872,-0.8230825,-1.1698663,-1.1383977,0.45780116,-1.1177014,-0.605141,0.8895434,-0.2701755,0.74988955,1.4095086,0.42665285,2.2214813,-0.18808042,-0.24176039,-0.36374998,-0.16128254,-0.13127209,1.0176984,-0.32488453,-2.2926373,1.4761169,0.3015814,0.2117362,0.7278878,-1.6118399,-1.0653632,0.58380836,0.64245266,0.053106904,-0.7126456,-0.4470451,-0.95371574,-1.4487951,-0.34551927,-1.9158394,0.65822124,0.08682842,2.4328542,0.7159863,0.10187898,0.14008111,0.3949365,-0.07469771,-1.4377096,-0.47271916,-0.52961075,0.03231619,-1.1589863,-0.58084095,0.5580558,1.1568283,0.96245176,-1.5357344,0.24584258,0.37497723,0.37011755,0.7586044,0.057544343,-1.6143041,-1.8415616,-1.8146665,0.7056329,-1.5048077,0.7604312,1.2273978,0.5813736,1.9280338,0.25727767,-0.9014728,0.23712632,0.8613233,-0.18231098,0.07883531,1.263577,0.625133,-0.04784672,0.9901171,1.2978933,0.2776615,0.28130853,0.3760875,-0.6616673,-0.07423444,0.77236795,0.16345602,0.22942278,-1.8778481,1.3432705,0.9033941,-1.3002278,-1.1052418,1.3631151,-0.607855,0.7011248,1.0503567,0.42955768,1.9021105,0.5759807,-0.41013196,0.34745854,-0.13241093,0.44884425,-0.8428648,1.2320282,0.90588117,-1.0404203,-0.2453897,0.11858779,-0.44167125
136,../data/input_images\20210620_020509_900_0638.jpg,"3984, 760",2,3984,760,,,,0.4385211,1.1031739,-0.6062508,-0.890294,0.1730864,0.11287154,0.53278303,-0.061381973,0.20322984,-0.37737608,-1.3902255,-0.19740105,-1.0796156,0.72463715,0.9310103,-0.5629224,0.54659045,-2.0644636,-1.0975208,-0.7212841,-1.1777066,-0.728817,0.30119157,-1.4955952,-0.8269735,0.67525995,-0.41903,0.37266833,0.7402686,1.0166563,2.5105252,-0.0859088,-0.3883663,-0.689035,-0.48629647,0.3503445,1.1795638,-0.16611168,-2.0304067,1.3462383,0.474823,0.005627482,0.56914485,-1.5825999,-1.3315479,0.17805155,0.7754513,0.6431308,-0.5232763,-0.64842284,-1.4043139,-2.2323077,-0.42572987,-1.8307385,-0.01687488,-0.49059486,2.0573645,1.5646217,0.62742347,0.023798365,0.6489044,-0.37252316,-0.5104004,0.03508829,-0.34524366,0.12589517,-1.2952049,-0.6678686,0.5638689,0.9767148,1.2729236,-1.2410443,0.35931778,0.98691654,0.4025632,0.401894,0.47674978,-1.388319,-1.4925841,-1.8764194,0.89313394,-1.7150159,-0.25342813,1.416277,0.83150214,1.3116969,0.46000767,-0.88638127,0.65887696,0.7592927,-0.096969835,0.87560815,1.628839,0.06997545,-0.53648347,0.46627995,1.0650861,-0.41035536,1.0317308,1.4042784,-0.57263017,-0.5662509,1.0960453,0.1562483,-0.14154896,-2.0729327,1.8780715,1.0930096,-0.7430538,-0.45853418,1.4235784,-0.5371741,1.1627654,0.91638887,0.9370749,1.6812848,0.16525346,-0.5314026,0.43251228,0.06873031,0.22788472,-0.95305896,1.681351,0.89785177,-1.6089061,-0.17316395,0.7710937,-0.4925812
137,../data/input_images\20210620_020509_900_0638.jpg,"2656, 1520",3,2656,1520,,,,0.29282522,1.5048087,-1.075041,-2.1331666,-0.604623,2.2057185,-0.15981203,0.466505,1.4809389,-0.04580404,-1.5813618,-1.636891,-0.940601,0.94859135,1.6994619,-2.3244336,-0.6762401,-2.5106394,-0.47504395,0.851887,-0.6774176,1.2453446,1.8710189,0.02493523,-0.1651321,1.1563692,-0.9841466,1.0671538,1.5978339,1.6358556,3.5468664,-1.4989195,1.3591559,-1.7945933,-0.41712722,-0.35924643,1.7860242,-0.5384125,-1.095438,0.47189814,-0.286828,-0.017352581,0.98347116,0.11458583,-2.8585546,0.66321266,0.5876367,1.3284357,-0.37516052,-1.3482038,-1.0174652,-3.1782289,-0.52095133,-0.67441994,-0.9410653,0.732211,2.204052,1.2990162,0.28513914,0.42222106,0.57299227,-0.04241371,0.6921574,-0.7312678,-1.256206,-2.2897925,-0.77771664,-2.5818334,2.4216008,0.53360236,0.12372264,-1.5298271,1.3839796,0.9038434,2.310369,0.23988792,0.81894016,-1.8683162,-2.6783357,-1.6369984,2.0810595,-2.4605238,-0.9558125,1.5675251,1.7838551,2.8168812,1.9702212,-2.4603994,1.346218,0.587213,-1.6223972,0.41495565,3.866459,-0.29179353,-1.313289,0.21566547,2.6348276,-1.0765545,1.0070375,0.79870844,0.8743065,-0.16557878,2.1791172,-0.83176726,-1.2916341,-1.8382387,1.5531733,0.52161634,-1.6970403,-1.1242673,1.3174472,-0.44287872,1.7980872,1.3171712,0.36947298,-0.23590901,-1.0440762,-0.85164773,1.1103109,0.60930973,-1.5270393,-1.6482519,0.17703968,1.4440073,-2.096196,-0.4544487,2.1102023,-0.5609009
138,../data/input_images\20210620_020509_900_0638.jpg,"1328, 2280",4,1328,2280,,,,0.6650748,1.6252153,0.40459967,-1.5846784,-0.96591264,-0.013868999,-0.017248858,0.29765743,0.41809854,-0.83196145,-1.5640336,-0.35155442,-1.1504153,1.3007824,0.80810153,-1.782311,0.62358415,-2.3647203,-1.0991973,-1.0586262,-1.4803658,-0.8791651,0.23232427,-2.3032854,-0.4924978,0.81771153,0.37511563,-0.31580707,1.4832411,0.5292183,3.5388565,-0.19755904,-0.058868952,-0.62879395,-0.2598874,0.6082,0.80226934,-0.13004558,-2.751577,0.47605836,0.19586195,-1.4119499,1.3866956,-0.78405267,-1.3826132,-0.06700937,-0.18426749,0.63426644,-0.5868116,-1.051869,-1.2946473,-1.9556671,-1.1960359,-2.309511,-0.98500603,0.2684242,2.5025191,2.2071688,-0.9665151,0.61372435,0.18031465,0.73821557,-0.5736401,0.17720635,0.35462296,0.26864794,-1.7434647,-2.0933716,1.085482,1.6252643,0.44349414,-0.56038374,1.2374964,0.84676445,0.692076,-0.2412836,0.38962415,-2.4853613,-2.4248636,-2.5376155,1.5525929,-2.342486,-1.506329,1.9891777,1.1787605,2.1935382,0.5259208,-0.53721523,1.6271852,0.02764361,0.9618645,0.6811992,2.2636657,-0.17646366,-0.75127906,0.2178514,1.209686,0.20945074,1.0635501,0.87180954,-0.56416553,-1.3407784,1.2313265,0.5199383,-1.5440049,-2.7716742,1.135863,0.7043324,-0.40361273,-0.6131373,1.1362593,-1.2665224,2.0810273,1.0484169,1.1483436,2.7026076,0.2973256,-0.1762076,1.1949581,-0.033673994,0.80075765,-2.1345224,0.8498224,-0.22155124,-2.664431,0.22547394,0.9603703,-0.06770597
139,../data/input_images\20210620_020509_900_0638.jpg,"3984, 2280",5,3984,2280,,,,1.4813313,1.082844,-0.6602634,-0.5885644,-0.14016052,0.8743287,0.1054946,0.6951015,0.08489199,-0.09401845,-2.1337175,-0.57166106,-0.47566223,0.9208578,0.9883386,-1.0927386,0.49527216,-2.0111208,-0.8237304,0.43921107,-0.9670205,0.31099176,0.99610925,-1.0042553,-0.7510043,0.19012009,-0.6514497,0.5444745,1.3283966,0.9970731,2.9423182,-0.4600552,0.005571991,-0.37970775,-0.60125494,0.70117617,1.4282248,-0.19191207,-1.3154309,1.1017238,0.23566571,-0.13980445,-0.09522145,-0.15226921,-2.791044,0.9351587,0.52041525,0.7662646,-0.9654929,-0.86283845,-1.3584182,-2.3136375,-0.44457892,-1.3802707,-0.29881045,0.026792083,1.5411067,1.3685313,0.6182612,-0.06370799,0.7654852,-0.30555183,-0.4079507,-0.10092512,-1.0223126,-1.0237834,-1.2491999,-0.9595477,1.5423136,1.1364142,0.68858373,-1.847325,-0.059592314,1.2053918,0.9297817,1.3375939,0.27876896,-1.0992947,-1.754629,-2.144124,0.9466257,-1.5140376,-0.86492586,1.500223,0.4988968,1.7275043,1.5226159,-1.5149223,0.9759843,0.5617121,-0.6936551,0.6697892,2.5337567,-0.19506952,-0.5902687,0.3832778,1.7660435,-0.097216055,0.7419993,1.2003517,0.3059097,0.26449278,1.8862023,-0.66968894,0.060456097,-1.5332845,1.5244607,0.9970858,-1.5342406,-0.91342527,2.1603577,-0.40974087,1.0339983,0.8384395,0.71899176,1.5226644,-1.025862,-0.9364125,0.23691219,0.36724222,-1.3553438,-0.9397121,1.297203,0.5114869,-1.6808343,-0.8040831,1.8352154,0.45740658
140,../data/input_images\20210620_020513_900_0653.jpg,"1328, 760",1,1328,760,,,,0.048602384,0.52261174,-0.7513696,-0.8397883,0.41983575,0.14066166,0.0766936,0.42384875,0.09172533,-0.26451007,-1.4299431,-0.5598433,-0.67718613,0.16967776,1.0119277,-0.4546991,0.9422926,-0.06365626,-0.92615235,-0.36468056,-0.51331013,-0.73494434,0.15399235,-1.353019,-0.23014913,0.23953871,-0.46076035,0.62391984,1.5615572,0.51966256,1.8318124,-0.1742378,0.4356361,-0.7071412,0.29305863,0.6131377,0.6841887,-0.32234108,-1.8295411,0.94202524,0.005895545,0.23423378,0.7858699,-1.6626873,-0.8626725,0.022087753,0.352314,-0.05108176,-0.78081155,-0.28388602,-0.54802513,-1.2911755,-0.06425977,-1.8862065,0.5176792,-0.089220114,1.5446863,1.0681707,-0.03355048,0.22532752,0.6964723,0.115918,-1.1372331,0.49424478,0.19908102,0.034390062,-0.72889936,-0.6107991,0.802422,0.78451633,0.8141099,-1.2081636,0.27069473,0.41619942,0.4709456,0.18142489,0.4110701,-1.690383,-1.4346195,-1.0677173,0.45579496,-0.7315494,-0.14252564,0.69260585,0.44248554,1.6202365,-0.02161935,-0.6964897,-0.068765946,1.0384563,-0.18581253,0.098712854,1.0535853,0.60597026,0.14524963,0.64814055,0.76581776,0.5258037,0.45391315,0.0020525232,-0.9203532,-0.09504678,1.4401307,-0.09099911,0.27969575,-1.263422,1.3551838,0.6805487,-1.1913145,-0.84475183,1.0197037,-0.64888626,0.502555,0.955636,0.26893663,1.5777956,1.0433338,-0.16107202,0.24436755,-0.6325885,0.25198275,-0.083760284,0.80139905,0.5737336,-0.582097,0.017785091,0.03079647,-0.5162309
141,../data/input_images\20210620_020513_900_0653.jpg,"3984, 760",2,3984,760,,,,0.1777434,1.7587352,-1.4477963,-2.5531688,-0.62535036,0.6537455,0.55875474,-1.0414183,0.3300524,0.092874736,-1.4448088,-0.31484863,-1.3840339,1.2169605,0.93290704,-1.3998101,0.09931102,-1.9256852,-0.9491987,-0.24188507,-1.022222,-0.068065405,0.11164725,-1.0905973,-0.27898002,1.6548151,-0.39199662,0.28051648,1.8998421,0.7996548,2.9728434,-0.5882054,0.0341816,-1.5465565,0.028315522,-0.48491955,1.6525283,-0.16819447,-2.5872474,1.1793034,0.36071116,-1.1005163,1.4355352,-1.2726125,-0.7822449,0.8698374,0.42489097,0.12696195,-0.18505561,-1.2678118,-1.4389353,-1.3476789,-1.1966904,-1.9624398,-0.33208957,0.25851923,3.1535435,1.0515141,0.20956472,0.07181398,-0.009300771,0.4530751,-0.46666288,-0.5318574,-0.6792842,-0.19402787,-0.85247546,-2.5004826,1.9625335,1.4615982,0.64591485,-0.96016824,1.5468683,0.4191039,1.4020611,0.37621772,0.64924365,-2.121775,-2.2777548,-2.3118253,1.1350538,-2.0895941,0.3810758,0.8690641,0.5604552,2.940165,0.76103425,-1.4742246,0.80041635,1.0051208,-0.43464392,0.03320853,1.997644,0.31098658,-1.1292105,1.5650574,1.5988777,-0.0676855,0.8459107,0.59696907,-0.3303276,-0.13225338,1.6888428,-0.5045862,-0.9687103,-2.1465805,1.5075375,1.0327948,-1.179446,-0.13951576,0.7647456,-0.29964054,0.3396915,1.2693992,0.31084162,1.2274756,-0.7983676,-0.32978523,1.3891275,0.17221013,0.37808228,-1.061934,0.33259228,1.2500165,-1.8223251,-0.8038237,0.5754219,-0.6438707
142,../data/input_images\20210620_020513_900_0653.jpg,"2656, 1520",3,2656,1520,,,,1.2515788,1.3650501,-1.4487247,-1.3826572,-0.039250713,1.0977969,1.179126,0.0025730021,1.1685526,0.5381634,-1.6757663,-1.2599105,-0.6950951,0.4490813,1.4918408,-1.5524513,-0.675577,-1.9705344,-0.55321854,-0.22185595,-0.28640124,0.66692674,0.7319679,-0.3162714,0.16823208,1.2140073,-0.78137726,0.37709767,2.2136974,0.8688786,2.5624137,-0.93692696,-0.042137094,-1.1491507,-0.97346944,-0.8202939,0.24544388,-0.061312336,-2.0784419,0.34335938,-0.35811687,-0.01208752,0.45300078,-0.96402645,-1.9258924,0.7380456,-0.44618648,-0.1578284,-0.29016843,-1.1662159,-0.8335221,-2.5163927,-0.6467767,-0.56188756,-0.005283229,1.3852047,1.826359,0.38861904,0.7266157,0.6781399,1.5979735,-0.45552114,0.22547667,-0.4254262,-2.3445332,-1.5029838,0.4870306,-0.41950798,1.7088252,0.7720178,0.5725672,-1.436342,0.772716,1.4911414,0.3135621,0.86596763,-0.44928676,-1.233082,-1.8238667,-1.780694,1.431978,-1.618232,-0.81552565,1.4827517,1.0833093,1.8786298,1.4995294,-1.9131209,0.22799134,0.29909444,-1.0571046,-0.31159154,3.1806808,-0.21814987,-0.009400386,0.09055219,0.6494738,-0.1687319,0.4367521,1.2032108,0.17571974,-0.3270126,2.3462949,-0.81903136,-0.31044787,-2.1823967,1.5993901,0.49391407,-1.7968118,-1.0392208,1.9231267,-0.0012145229,0.7787628,0.82087845,0.047783233,0.88514173,-0.7374312,-0.74042284,0.30093804,-0.79110795,-2.2482178,-0.5954777,0.14964359,0.58970404,-2.7082815,-0.4905625,0.92060703,0.42956367
